Date,HomeTeam,AwayTeam,FTHG,FTAG
12/09/2020,Eibar,Celta,0,0
12/09/2020,Granada,Ath Bilbao,2,0
12/09/2020,Cadiz,Osasuna,0,2
13/09/2020,Alaves,Betis,0,1
13/09/2020,Valladolid,Sociedad,1,1
13/09/2020,Villarreal,Huesca,1,1
13/09/2020,Valencia,Levante,4,2
19/09/2020,Villarreal,Eibar,2,1
19/09/2020,Getafe,Osasuna,1,0
19/09/2020,Celta,Valencia,2,1
20/09/2020,Huesca,Cadiz,0,2
20/09/2020,Betis,Valladolid,2,0
20/09/2020,Granada,Alaves,2,1
20/09/2020,Sociedad,Real Madrid,0,0
26/09/2020,Alaves,Getafe,0,0
26/09/2020,Valencia,Huesca,1,1
26/09/2020,Elche,Sociedad,0,3
26/09/2020,Betis,Real Madrid,2,3
27/09/2020,Osasuna,Levante,1,3
27/09/2020,Eibar,Ath Bilbao,1,2
27/09/2020,Ath Madrid,Granada,6,1
27/09/2020,Cadiz,Sevilla,1,3
27/09/2020,Valladolid,Celta,1,1
27/09/2020,Barcelona,Villarreal,4,0
29/09/2020,Sociedad,Valencia,0,1
29/09/2020,Getafe,Betis,3,0
30/09/2020,Huesca,Ath Madrid,0,0
30/09/2020,Villarreal,Alaves,3,1
30/09/2020,Eibar,Elche,0,1
30/09/2020,Real Madrid,Valladolid,1,0
01/10/2020,Ath Bilbao,Cadiz,0,1
01/10/2020,Sevilla,Levante,1,0
01/10/2020,Celta,Barcelona,0,3
03/10/2020,Valladolid,Eibar,1,2
03/10/2020,Ath Madrid,Villarreal,0,0
03/10/2020,Elche,Huesca,0,0
03/10/2020,Sociedad,Getafe,3,0
03/10/2020,Valencia,Betis,0,2
04/10/2020,Osasuna,Celta,2,0
04/10/2020,Alaves,Ath Bilbao,1,0
04/10/2020,Levante,Real Madrid,0,2
04/10/2020,Cadiz,Granada,1,1
04/10/2020,Barcelona,Sevilla,1,1
17/10/2020,Granada,Sevilla,1,0
17/10/2020,Celta,Ath Madrid,0,2
17/10/2020,Real Madrid,Cadiz,0,1
17/10/2020,Getafe,Barcelona,1,0
18/10/2020,Eibar,Osasuna,0,0
18/10/2020,Ath Bilbao,Levante,2,0
18/10/2020,Villarreal,Valencia,2,1
18/10/2020,Alaves,Elche,0,2
18/10/2020,Huesca,Valladolid,2,2
18/10/2020,Betis,Sociedad,0,3
23/10/2020,Elche,Valencia,2,1
24/10/2020,Barcelona,Real Madrid,1,3
24/10/2020,Osasuna,Ath Bilbao,1,0
24/10/2020,Sevilla,Eibar,0,1
24/10/2020,Ath Madrid,Betis,2,0
25/10/2020,Valladolid,Alaves,0,2
25/10/2020,Cadiz,Villarreal,0,0
25/10/2020,Getafe,Granada,0,1
25/10/2020,Sociedad,Huesca,4,1
26/10/2020,Levante,Celta,1,1
30/10/2020,Eibar,Cadiz,0,2
31/10/2020,Real Madrid,Huesca,4,1
31/10/2020,Ath Bilbao,Sevilla,2,1
31/10/2020,Osasuna,Ath Madrid,1,3
31/10/2020,Alaves,Barcelona,1,1
01/11/2020,Betis,Elche,3,1
01/11/2020,Celta,Sociedad,1,4
01/11/2020,Granada,Levante,1,1
01/11/2020,Valencia,Getafe,2,2
02/11/2020,Villarreal,Valladolid,2,0
06/11/2020,Elche,Celta,1,1
07/11/2020,Huesca,Eibar,1,1
07/11/2020,Barcelona,Betis,5,2
07/11/2020,Sevilla,Osasuna,1,0
07/11/2020,Ath Madrid,Cadiz,4,0
08/11/2020,Getafe,Villarreal,1,3
08/11/2020,Sociedad,Granada,2,0
08/11/2020,Levante,Alaves,1,1
08/11/2020,Valladolid,Ath Bilbao,2,1
08/11/2020,Valencia,Real Madrid,4,1
20/11/2020,Osasuna,Huesca,1,1
21/11/2020,Levante,Elche,1,1
21/11/2020,Villarreal,Real Madrid,1,1
21/11/2020,Sevilla,Celta,4,2
21/11/2020,Ath Madrid,Barcelona,1,0
22/11/2020,Eibar,Getafe,0,0
22/11/2020,Cadiz,Sociedad,0,1
22/11/2020,Granada,Valladolid,1,3
22/11/2020,Alaves,Valencia,2,2
23/11/2020,Ath Bilbao,Betis,4,0
27/11/2020,Valladolid,Levante,1,1
28/11/2020,Elche,Cadiz,1,1
28/11/2020,Valencia,Ath Madrid,0,1
28/11/2020,Huesca,Sevilla,0,1
28/11/2020,Real Madrid,Alaves,1,2
29/11/2020,Barcelona,Osasuna,4,0
29/11/2020,Getafe,Ath Bilbao,1,1
29/11/2020,Celta,Granada,3,1
29/11/2020,Sociedad,Villarreal,1,1
30/11/2020,Betis,Eibar,0,2
04/12/2020,Ath Bilbao,Celta,0,2
05/12/2020,Levante,Getafe,3,0
05/12/2020,Sevilla,Real Madrid,0,1
05/12/2020,Ath Madrid,Valladolid,2,0
05/12/2020,Cadiz,Barcelona,2,1
06/12/2020,Granada,Huesca,3,3
06/12/2020,Osasuna,Betis,0,2
06/12/2020,Villarreal,Elche,0,0
06/12/2020,Alaves,Sociedad,0,0
07/12/2020,Eibar,Valencia,0,0
11/12/2020,Valladolid,Osasuna,3,2
12/12/2020,Valencia,Ath Bilbao,2,2
12/12/2020,Getafe,Sevilla,0,1
12/12/2020,Huesca,Alaves,1,0
12/12/2020,Real Madrid,Ath Madrid,2,0
13/12/2020,Sociedad,Eibar,1,1
13/12/2020,Betis,Villarreal,1,1
13/12/2020,Elche,Granada,0,1
13/12/2020,Barcelona,Levante,1,0
14/12/2020,Celta,Cadiz,4,0
15/12/2020,Real Madrid,Ath Bilbao,3,1
16/12/2020,Barcelona,Sociedad,2,1
18/12/2020,Ath Bilbao,Huesca,2,0
19/12/2020,Ath Madrid,Elche,3,1
19/12/2020,Barcelona,Valencia,2,2
19/12/2020,Levante,Sociedad,2,1
19/12/2020,Osasuna,Villarreal,1,3
19/12/2020,Sevilla,Valladolid,1,1
20/12/2020,Celta,Alaves,2,0
20/12/2020,Granada,Betis,2,0
20/12/2020,Cadiz,Getafe,0,2
20/12/2020,Eibar,Real Madrid,1,3
22/12/2020,Elche,Osasuna,2,2
22/12/2020,Valencia,Sevilla,0,1
22/12/2020,Huesca,Levante,1,1
22/12/2020,Sociedad,Ath Madrid,0,2
22/12/2020,Valladolid,Barcelona,0,3
22/12/2020,Villarreal,Ath Bilbao,1,1
23/12/2020,Getafe,Celta,1,1
23/12/2020,Real Madrid,Granada,2,0
23/12/2020,Alaves,Eibar,2,1
23/12/2020,Betis,Cadiz,1,0
29/12/2020,Sevilla,Villarreal,2,0
29/12/2020,Barcelona,Eibar,1,1
29/12/2020,Cadiz,Valladolid,0,0
29/12/2020,Levante,Betis,4,3
30/12/2020,Granada,Valencia,2,1
30/12/2020,Ath Madrid,Getafe,1,0
30/12/2020,Celta,Huesca,2,1
30/12/2020,Elche,Real Madrid,1,1
31/12/2020,Ath Bilbao,Sociedad,0,1
31/12/2020,Osasuna,Alaves,1,1
02/01/2021,Villarreal,Levante,2,1
02/01/2021,Betis,Sevilla,1,1
02/01/2021,Getafe,Valladolid,0,1
02/01/2021,Real Madrid,Celta,2,0
03/01/2021,Ath Bilbao,Elche,1,0
03/01/2021,Alaves,Ath Madrid,1,2
03/01/2021,Eibar,Granada,2,0
03/01/2021,Sociedad,Osasuna,1,1
03/01/2021,Huesca,Barcelona,0,1
04/01/2021,Valencia,Cadiz,1,1
06/01/2021,Ath Bilbao,Barcelona,2,3
08/01/2021,Celta,Villarreal,0,4
09/01/2021,Sevilla,Sociedad,3,2
09/01/2021,Granada,Barcelona,0,4
09/01/2021,Osasuna,Real Madrid,0,0
10/01/2021,Levante,Eibar,2,1
10/01/2021,Cadiz,Alaves,3,1
10/01/2021,Valladolid,Valencia,0,1
11/01/2021,Elche,Getafe,1,3
11/01/2021,Huesca,Betis,0,2
12/01/2021,Granada,Osasuna,2,0
12/01/2021,Ath Madrid,Sevilla,2,0
19/01/2021,Cadiz,Levante,2,2
19/01/2021,Valladolid,Elche,2,2
19/01/2021,Alaves,Sevilla,1,2
20/01/2021,Getafe,Huesca,1,0
20/01/2021,Betis,Celta,2,1
20/01/2021,Villarreal,Granada,2,2
21/01/2021,Valencia,Osasuna,1,1
21/01/2021,Eibar,Ath Madrid,1,2
22/01/2021,Levante,Valladolid,2,2
23/01/2021,Huesca,Villarreal,0,0
23/01/2021,Sevilla,Cadiz,3,0
23/01/2021,Sociedad,Betis,2,2
23/01/2021,Alaves,Real Madrid,1,4
24/01/2021,Osasuna,Granada,3,1
24/01/2021,Elche,Barcelona,0,2
24/01/2021,Celta,Eibar,1,1
24/01/2021,Ath Madrid,Valencia,3,1
25/01/2021,Ath Bilbao,Getafe,5,1
29/01/2021,Valladolid,Huesca,1,3
30/01/2021,Eibar,Sevilla,0,2
30/01/2021,Real Madrid,Levante,1,2
30/01/2021,Valencia,Elche,1,0
30/01/2021,Villarreal,Sociedad,1,1
31/01/2021,Getafe,Alaves,0,0
31/01/2021,Cadiz,Ath Madrid,2,4
31/01/2021,Granada,Celta,0,0
31/01/2021,Barcelona,Ath Bilbao,2,1
01/02/2021,Betis,Osasuna,1,0
05/02/2021,Alaves,Valladolid,1,0
06/02/2021,Levante,Granada,2,2
06/02/2021,Huesca,Real Madrid,1,2
06/02/2021,Elche,Villarreal,2,2
06/02/2021,Sevilla,Getafe,3,0
07/02/2021,Sociedad,Cadiz,4,1
07/02/2021,Ath Bilbao,Valencia,1,1
07/02/2021,Osasuna,Eibar,2,1
07/02/2021,Betis,Barcelona,2,3
08/02/2021,Ath Madrid,Celta,2,2
09/02/2021,Real Madrid,Getafe,2,0
12/02/2021,Celta,Elche,3,1
13/02/2021,Granada,Ath Madrid,1,2
13/02/2021,Sevilla,Huesca,1,0
13/02/2021,Eibar,Valladolid,1,1
13/02/2021,Barcelona,Alaves,5,1
14/02/2021,Getafe,Sociedad,0,1
14/02/2021,Real Madrid,Valencia,2,0
14/02/2021,Levante,Osasuna,0,1
14/02/2021,Villarreal,Betis,1,2
15/02/2021,Cadiz,Ath Bilbao,0,4
17/02/2021,Levante,Ath Madrid,1,1
19/02/2021,Betis,Getafe,1,0
20/02/2021,Elche,Eibar,1,0
20/02/2021,Ath Madrid,Levante,0,2
20/02/2021,Valencia,Celta,2,0
20/02/2021,Valladolid,Real Madrid,0,1
21/02/2021,Barcelona,Cadiz,1,1
21/02/2021,Sociedad,Alaves,4,0
21/02/2021,Huesca,Granada,3,2
21/02/2021,Ath Bilbao,Villarreal,1,1
22/02/2021,Osasuna,Sevilla,0,2
24/02/2021,Barcelona,Elche,3,0
26/02/2021,Levante,Ath Bilbao,1,1
27/02/2021,Eibar,Huesca,1,1
27/02/2021,Sevilla,Barcelona,0,2
27/02/2021,Alaves,Osasuna,0,1
27/02/2021,Getafe,Valencia,3,0
28/02/2021,Celta,Valladolid,1,1
28/02/2021,Cadiz,Betis,0,1
28/02/2021,Granada,Elche,2,1
28/02/2021,Villarreal,Ath Madrid,0,2
01/03/2021,Real Madrid,Sociedad,1,1
05/03/2021,Valencia,Villarreal,2,1
06/03/2021,Valladolid,Getafe,2,1
06/03/2021,Elche,Sevilla,2,1
06/03/2021,Cadiz,Eibar,1,0
06/03/2021,Osasuna,Barcelona,0,2
07/03/2021,Huesca,Celta,3,4
07/03/2021,Ath Madrid,Real Madrid,1,1
07/03/2021,Sociedad,Levante,1,0
07/03/2021,Ath Bilbao,Granada,2,1
08/03/2021,Betis,Alaves,3,2
10/03/2021,Ath Madrid,Ath Bilbao,2,1
12/03/2021,Levante,Valencia,1,0
13/03/2021,Alaves,Cadiz,1,1
13/03/2021,Real Madrid,Elche,2,1
13/03/2021,Osasuna,Valladolid,0,0
13/03/2021,Getafe,Ath Madrid,0,0
14/03/2021,Celta,Ath Bilbao,0,0
14/03/2021,Granada,Sociedad,1,0
14/03/2021,Eibar,Villarreal,1,3
14/03/2021,Sevilla,Betis,1,0
15/03/2021,Barcelona,Huesca,4,1
17/03/2021,Sevilla,Elche,2,0
19/03/2021,Betis,Levante,2,0
20/03/2021,Ath Bilbao,Eibar,1,1
20/03/2021,Celta,Real Madrid,1,3
20/03/2021,Huesca,Osasuna,0,0
20/03/2021,Valladolid,Sevilla,1,1
21/03/2021,Getafe,Elche,1,1
21/03/2021,Valencia,Granada,2,1
21/03/2021,Villarreal,Cadiz,2,1
21/03/2021,Ath Madrid,Alaves,1,0
21/03/2021,Sociedad,Barcelona,1,6
02/04/2021,Levante,Huesca,0,2
03/04/2021,Granada,Villarreal,0,3
03/04/2021,Real Madrid,Eibar,2,0
03/04/2021,Osasuna,Getafe,0,0
04/04/2021,Alaves,Celta,1,3
04/04/2021,Elche,Betis,1,1
04/04/2021,Cadiz,Valencia,2,1
04/04/2021,Sevilla,Ath Madrid,1,0
05/04/2021,Barcelona,Valladolid,1,0
07/04/2021,Sociedad,Ath Bilbao,1,1
09/04/2021,Huesca,Elche,3,1
10/04/2021,Getafe,Cadiz,0,1
10/04/2021,Ath Bilbao,Alaves,0,0
10/04/2021,Eibar,Levante,0,1
10/04/2021,Real Madrid,Barcelona,2,1
11/04/2021,Villarreal,Osasuna,1,2
11/04/2021,Valencia,Sociedad,2,2
11/04/2021,Valladolid,Granada,1,2
11/04/2021,Betis,Ath Madrid,1,1
12/04/2021,Celta,Sevilla,3,4
18/04/2021,Osasuna,Elche,2,0
18/04/2021,Sociedad,Sevilla,1,2
18/04/2021,Alaves,Huesca,1,0
18/04/2021,Ath Madrid,Eibar,5,0
18/04/2021,Betis,Valencia,2,2
18/04/2021,Cadiz,Celta,0,0
18/04/2021,Getafe,Real Madrid,0,0
18/04/2021,Levante,Villarreal,1,5
21/04/2021,Levante,Sevilla,0,1
21/04/2021,Osasuna,Valencia,3,1
21/04/2021,Betis,Ath Bilbao,0,0
21/04/2021,Alaves,Villarreal,2,1
21/04/2021,Elche,Valladolid,1,1
21/04/2021,Cadiz,Real Madrid,0,3
22/04/2021,Ath Madrid,Huesca,2,0
22/04/2021,Granada,Eibar,4,1
22/04/2021,Sociedad,Celta,2,1
22/04/2021,Barcelona,Getafe,5,2
24/04/2021,Elche,Levante,1,0
24/04/2021,Valladolid,Cadiz,1,1
24/04/2021,Valencia,Alaves,1,1
24/04/2021,Real Madrid,Betis,0,0
25/04/2021,Huesca,Getafe,0,2
25/04/2021,Villarreal,Barcelona,1,2
25/04/2021,Celta,Osasuna,2,1
25/04/2021,Sevilla,Granada,2,1
25/04/2021,Ath Bilbao,Ath Madrid,2,1
26/04/2021,Eibar,Sociedad,0,1
28/04/2021,Ath Bilbao,Valladolid,2,2
29/04/2021,Barcelona,Granada,1,2
30/04/2021,Celta,Levante,2,0
01/05/2021,Eibar,Alaves,3,0
01/05/2021,Elche,Ath Madrid,0,1
01/05/2021,Huesca,Sociedad,1,0
01/05/2021,Real Madrid,Osasuna,2,0
02/05/2021,Valladolid,Betis,1,1
02/05/2021,Villarreal,Getafe,1,0
02/05/2021,Granada,Cadiz,0,1
02/05/2021,Valencia,Barcelona,2,3
03/05/2021,Sevilla,Ath Bilbao,0,1
07/05/2021,Sociedad,Elche,2,0
08/05/2021,Alaves,Levante,2,2
08/05/2021,Barcelona,Ath Madrid,0,0
08/05/2021,Cadiz,Huesca,2,1
08/05/2021,Ath Bilbao,Osasuna,2,2
09/05/2021,Getafe,Eibar,0,1
09/05/2021,Valencia,Valladolid,3,0
09/05/2021,Villarreal,Celta,2,4
09/05/2021,Real Madrid,Sevilla,2,2
10/05/2021,Betis,Granada,2,1
11/05/2021,Osasuna,Cadiz,3,2
11/05/2021,Elche,Alaves,0,2
11/05/2021,Levante,Barcelona,3,3
12/05/2021,Sevilla,Valencia,1,0
12/05/2021,Celta,Getafe,1,0
12/05/2021,Huesca,Ath Bilbao,1,0
12/05/2021,Ath Madrid,Sociedad,2,1
13/05/2021,Valladolid,Villarreal,0,2
13/05/2021,Eibar,Betis,1,1
13/05/2021,Granada,Real Madrid,1,4
16/05/2021,Alaves,Granada,4,2
16/05/2021,Ath Bilbao,Real Madrid,0,1
16/05/2021,Ath Madrid,Osasuna,2,1
16/05/2021,Barcelona,Celta,1,2
16/05/2021,Betis,Huesca,1,0
16/05/2021,Cadiz,Elche,1,3
16/05/2021,Getafe,Levante,2,1
16/05/2021,Sociedad,Valladolid,4,1
16/05/2021,Valencia,Eibar,4,1
16/05/2021,Villarreal,Sevilla,4,0
21/05/2021,Levante,Cadiz,2,2
22/05/2021,Celta,Betis,2,3
22/05/2021,Eibar,Barcelona,0,1
22/05/2021,Elche,Ath Bilbao,2,0
